"date","country","pos_metric"
2020-08-15,"AE",3.72222222222222
2020-08-16,"AE",3.70663628595842
2020-08-17,"AE",3.64819787985866
2020-08-18,"AE",3.65784394816653
2020-08-19,"AE",3.89667640105688
2020-08-20,"AE",4.28167641325536
2020-08-21,"AE",4.62088520055325
2020-08-22,"AE",4.74405091311566
2020-08-23,"AE",5.10282343025706
2020-08-24,"AE",5.40202608936997
2020-08-25,"AE",5.49493407356003
2020-08-26,"AE",5.34059648644968
2020-08-27,"AE",5.42568704430735
2020-08-28,"AE",5.5337293169283
2020-08-29,"AE",5.55991471215352
2020-08-30,"AE",5.36043805612594
2020-08-31,"AE",5.13488803498079
2020-09-01,"AE",5.52249448982238
2020-09-02,"AE",5.81636524598457
2020-09-03,"AE",0
2020-09-04,"AE",6.39756838905775
2020-09-05,"AE",0
2020-09-06,"AE",7.34347772732851
2020-09-07,"AE",7.61953316953317
2020-09-08,"AE",7.84426440329218
2020-09-09,"AE",8.14822601839685
2020-09-10,"AE",8.32956758862485
2020-09-11,"AE",8.68976855950424
2020-09-12,"AE",9.3709100204499
2020-09-13,"AE",9.6966670827612
2020-09-14,"AE",9.97415955845459
2020-09-15,"AE",10.4622382851446
2020-09-16,"AE",10.2306013579049
2020-09-17,"AE",10.021528525296
2020-09-18,"AE",9.59375366913232
2020-09-19,"AE",9.13644077384319
2020-09-20,"AE",8.7016309204647
2020-09-21,"AE",8.58200131377272
2020-09-22,"AE",8.27833942783394
2020-09-23,"AE",8.40302133953095
2020-09-24,"AE",8.64563157346663
2020-09-25,"AE",8.96026627834408
2020-09-26,"AE",9.2511798636602
2020-09-27,"AE",0
2020-09-28,"AE",9.86883536648942
2020-09-29,"AE",9.72307373653687
2020-09-30,"AE",9.93909260410193
2020-10-01,"AE",9.92847559087625
2020-10-02,"AE",10.1967892283791
2020-10-03,"AE",10.2247543806341
2020-10-04,"AE",10.1564438318401
2020-10-05,"AE",10.3847813296725
2020-10-06,"AE",0
2020-10-07,"AE",10.6884064931323
2020-10-08,"AE",10.5215197105313
2020-10-09,"AE",10.0930961378929
2020-10-10,"AE",0
2020-10-11,"AE",9.41442715700141
2020-10-12,"AE",9.19050882302553
2020-10-13,"AE",9.46165843514427
2020-10-14,"AE",9.84611358283172
2020-10-15,"AE",0
2020-10-16,"AE",10.8550481406236
2020-10-17,"AE",11.3460923623446
2020-10-18,"AE",11.9600035790981
2020-10-19,"AE",12.413717219879
2020-10-20,"AE",12.2354669850308
2020-10-21,"AE",11.6836798991808
2020-10-22,"AE",11.783509779293
2020-10-23,"AE",12.011389113084
2020-10-24,"AE",12.1459801909521
2020-10-25,"AE",0
2020-10-26,"AE",12.3249686323714
2020-10-27,"AE",12.4525774110549
2020-10-28,"AE",12.8765443071727
2020-10-29,"AE",12.7162691349235
2020-10-30,"AE",12.1239972096268
2020-10-31,"AE",11.3043220338983
2020-11-01,"AE",0
2020-08-06,"AF",93.0284099048376
2020-08-07,"AF",93.0284099048376
2020-08-08,"AF",93.0284099048376
2020-08-09,"AF",93.0284099048376
2020-08-10,"AF",93.0284099048376
2020-08-11,"AF",93.0284099048376
2020-08-12,"AF",93.0284099048376
2020-08-13,"AF",93.0284099048376
2020-08-14,"AF",93.0284099048376
2020-08-15,"AF",93.0284099048376
2020-08-16,"AF",93.0284099048376
2020-08-17,"AF",93.0284099048376
2020-08-18,"AF",93.0284099048376
2020-08-19,"AF",93.0284099048376
2020-08-20,"AF",93.0284099048376
2020-08-21,"AF",93.0284099048376
2020-08-22,"AF",93.0284099048376
2020-08-23,"AF",0
2020-08-24,"AF",0
2020-08-25,"AF",93.0284099048376
2020-08-26,"AF",93.0284099048376
2020-08-27,"AF",93.0284099048376
2020-08-28,"AF",93.0284099048376
2020-08-29,"AF",93.0284099048376
2020-08-30,"AF",93.0284099048376
2020-08-31,"AF",93.0284099048376
2020-09-01,"AF",0
2020-09-02,"AF",93.0284099048376
2020-09-03,"AF",93.0284099048376
2020-09-04,"AF",93.0284099048376
2020-09-05,"AF",93.0284099048376
2020-09-06,"AF",93.0284099048376
2020-09-07,"AF",93.0284099048376
2020-09-08,"AF",93.0284099048376
2020-09-09,"AF",93.0284099048376
2020-09-10,"AF",93.0284099048376
2020-09-11,"AF",93.0284099048376
2020-09-12,"AF",93.0284099048376
2020-09-13,"AF",93.0284099048376
2020-09-14,"AF",0
2020-09-15,"AF",93.0284099048376
2020-09-16,"AF",93.0284099048376
2020-09-17,"AF",93.0284099048376
2020-09-18,"AF",93.0284099048376
2020-09-19,"AF",93.0284099048376
2020-09-20,"AF",93.0284099048376
2020-09-21,"AF",93.0284099048376
2020-09-22,"AF",93.0284099048376
2020-09-23,"AF",93.0284099048376
2020-09-24,"AF",93.0284099048376
2020-09-25,"AF",93.0284099048376
2020-09-26,"AF",93.0284099048376
2020-09-27,"AF",93.0284099048376
2020-09-28,"AF",93.0284099048376
2020-09-29,"AF",93.0284099048376
2020-09-30,"AF",93.0284099048376
2020-10-01,"AF",93.0284099048376
2020-10-02,"AF",93.0284099048376
2020-10-03,"AF",93.0284099048376
2020-10-04,"AF",93.0284099048376
2020-10-05,"AF",93.0284099048376
2020-10-06,"AF",0
2020-10-07,"AF",93.0284099048376
2020-10-08,"AF",93.0284099048376
2020-10-09,"AF",93.0284099048376
2020-10-10,"AF",93.0284099048376
2020-10-11,"AF",93.0284099048376
2020-10-12,"AF",0
2020-10-13,"AF",93.0284099048376
2020-10-14,"AF",93.0284099048376
2020-10-15,"AF",93.0284099048376
2020-10-16,"AF",93.0284099048376
2020-10-17,"AF",93.0284099048376
2020-10-18,"AF",93.0284099048376
2020-10-19,"AF",0
2020-10-20,"AF",0
2020-10-21,"AF",0
2020-10-22,"AF",93.0284099048376
2020-10-23,"AF",93.0284099048376
2020-10-24,"AF",0
2020-10-25,"AF",93.0284099048376
2020-10-26,"AF",93.0284099048376
2020-10-27,"AF",0
2020-10-28,"AF",0
2020-10-29,"AF",93.0284099048376
2020-10-30,"AF",93.0284099048376
2020-10-31,"AF",93.0284099048376
2020-11-01,"AF",0
2020-08-06,"AG",0
2020-08-07,"AG",93.0284099048376
2020-08-08,"AG",0
2020-08-09,"AG",0
2020-08-10,"AG",0
2020-08-11,"AG",93.0284099048376
2020-08-12,"AG",93.0284099048376
2020-08-13,"AG",0
2020-08-14,"AG",0
2020-08-15,"AG",93.0284099048376
2020-08-16,"AG",93.0284099048376
2020-08-17,"AG",0
2020-08-18,"AG",0
2020-08-19,"AG",0
2020-08-20,"AG",93.0284099048376
2020-08-21,"AG",93.0284099048376
2020-08-22,"AG",93.0284099048376
2020-08-23,"AG",0
2020-08-24,"AG",93.0284099048376
2020-08-25,"AG",0
2020-08-26,"AG",0
2020-08-27,"AG",0
2020-08-28,"AG",0
2020-08-29,"AG",0
2020-08-30,"AG",0
2020-08-31,"AG",0
2020-09-01,"AG",0
2020-09-02,"AG",93.0284099048376
2020-09-03,"AG",0
2020-09-04,"AG",93.0284099048376
2020-09-05,"AG",93.0284099048376
2020-09-06,"AG",0
2020-09-07,"AG",93.0284099048376
2020-09-08,"AG",0
2020-09-09,"AG",93.0284099048376
2020-09-10,"AG",0
2020-09-11,"AG",0
2020-09-12,"AG",0
2020-09-13,"AG",0
2020-09-14,"AG",0
2020-09-15,"AG",0
2020-09-16,"AG",0
2020-09-17,"AG",0
2020-09-18,"AG",0
2020-09-19,"AG",0
2020-09-20,"AG",0
2020-09-21,"AG",0
2020-09-22,"AG",0
2020-09-23,"AG",0
2020-09-24,"AG",0
2020-09-25,"AG",0
2020-09-26,"AG",0
2020-09-27,"AG",0
2020-09-28,"AG",0
2020-09-29,"AG",0
2020-09-30,"AG",0
2020-10-01,"AG",0
2020-10-02,"AG",0
2020-10-03,"AG",0
2020-10-04,"AG",0
2020-10-05,"AG",0
2020-10-06,"AG",0
2020-10-07,"AG",0
2020-10-08,"AG",0
2020-10-09,"AG",93.0284099048376
2020-10-10,"AG",0
2020-10-11,"AG",93.0284099048376
2020-10-12,"AG",0
2020-10-13,"AG",0
2020-10-14,"AG",0
2020-10-15,"AG",0
2020-10-16,"AG",0
2020-10-17,"AG",0
2020-10-18,"AG",0
2020-10-19,"AG",0
2020-10-20,"AG",0
2020-10-21,"AG",0
2020-10-22,"AG",0
2020-10-23,"AG",93.0284099048376
2020-10-24,"AG",93.0284099048376
2020-10-25,"AG",93.0284099048376
2020-10-26,"AG",0
2020-10-27,"AG",93.0284099048376
2020-10-28,"AG",0
2020-10-29,"AG",0
2020-10-30,"AG",0
2020-10-31,"AG",0
2020-11-01,"AG",0
2020-08-06,"AL",219.881355932203
2020-08-07,"AL",227.128491620112
2020-08-08,"AL",237.355191256831
2020-08-09,"AL",239.752747252747
2020-08-10,"AL",236.791443850267
2020-08-11,"AL",241.867021276596
2020-08-12,"AL",240.670157068063
2020-08-13,"AL",237.458762886598
2020-08-14,"AL",237.035
2020-08-15,"AL",237.391089108911
2020-08-16,"AL",232.838095238095
2020-08-17,"AL",225.830985915493
2020-08-18,"AL",224.431924882629
2020-08-19,"AL",212.004366812227
2020-08-20,"AL",204.95020746888
2020-08-21,"AL",196.98406374502
2020-08-22,"AL",189.847328244275
2020-08-23,"AL",185.242647058824
2020-08-24,"AL",186.286738351254
2020-08-25,"AL",181.798013245033
2020-08-26,"AL",184.070469798658
2020-08-27,"AL",185.117056856187
2020-08-28,"AL",184.663333333333
2020-08-29,"AL",179.845117845118
2020-08-30,"AL",168.949152542373
2020-08-31,"AL",159.824324324324
2020-09-01,"AL",155.965397923875
2020-09-02,"AL",146.501742160279
2020-09-03,"AL",139.031468531469
2020-09-04,"AL",133.017605633803
2020-09-05,"AL",133.529616724739
2020-09-06,"AL",140.879310344828
2020-09-07,"AL",148.753424657534
2020-09-08,"AL",151.293515358362
2020-09-09,"AL",160.443686006826
2020-09-10,"AL",165.358361774744
2020-09-11,"AL",170.966101694915
2020-09-12,"AL",176.763513513513
2020-09-13,"AL",181.625
2020-09-14,"AL",182.906040268456
2020-09-15,"AL",184.333333333333
2020-09-16,"AL",185.779264214047
2020-09-17,"AL",185.861952861953
2020-09-18,"AL",183.084745762712
2020-09-19,"AL",178.232081911263
2020-09-20,"AL",177.580756013746
2020-09-21,"AL",177.266435986159
2020-09-22,"AL",175.560975609756
2020-09-23,"AL",171.926829268293
2020-09-24,"AL",166.213793103448
2020-09-25,"AL",165.414383561644
2020-09-26,"AL",165.810996563574
2020-09-27,"AL",158.679310344828
2020-09-28,"AL",150.124567474048
2020-09-29,"AL",146.527586206897
2020-09-30,"AL",146.346020761246
2020-10-01,"AL",149.09756097561
2020-10-02,"AL",148.922033898305
2020-10-03,"AL",147.799352750809
2020-10-04,"AL",150.012539184953
2020-10-05,"AL",153.812307692308
2020-10-06,"AL",153.284848484848
2020-10-07,"AL",156.056886227545
2020-10-08,"AL",159.234421364985
2020-10-09,"AL",161.964179104478
2020-10-10,"AL",166.631097560976
2020-10-11,"AL",169.631901840491
2020-10-12,"AL",173.055384615385
2020-10-13,"AL",176.097859327217
2020-10-14,"AL",175.973053892216
2020-10-15,"AL",171.295774647887
2020-10-16,"AL",172.888594164456
2020-10-17,"AL",178.0875
2020-10-18,"AL",183.68345323741
2020-10-19,"AL",189.852193995381
2020-10-20,"AL",193.774122807018
2020-10-21,"AL",199.298097251586
2020-10-22,"AL",208.284210526316
2020-10-23,"AL",212.987368421053
2020-10-24,"AL",214.762105263158
2020-10-25,"AL",216.880503144654
2020-10-26,"AL",217.84133611691
2020-10-27,"AL",219.405063291139
2020-10-28,"AL",220.886509635974
2020-10-29,"AL",221.426439232409
2020-10-30,"AL",218.569296375267
2020-10-31,"AL",217.166315789474
2020-11-01,"AL",212.131355932203
2020-08-06,"AM",191.100961538462
2020-08-07,"AM",180.704387990762
2020-08-08,"AM",159.403225806452
2020-08-09,"AM",0
2020-08-10,"AM",0
2020-08-11,"AM",0
2020-08-12,"AM",0
2020-08-13,"AM",0
2020-08-14,"AM",0
2020-08-15,"AM",136.820734341253
2020-08-16,"AM",0
2020-08-17,"AM",130.4686825054
2020-08-18,"AM",0
2020-08-19,"AM",0
2020-08-20,"AM",144.515439429929
2020-08-21,"AM",147.706855791962
2020-08-22,"AM",133.941037735849
2020-08-23,"AM",0
2020-08-24,"AM",0
2020-08-25,"AM",122.597285067873
2020-08-26,"AM",0
2020-08-27,"AM",0
2020-08-28,"AM",89.546875
2020-08-29,"AM",89.44
2020-08-30,"AM",90.1703703703704
2020-08-31,"AM",88.8173076923077
2020-09-01,"AM",92.178
2020-09-02,"AM",97.2462526766595
2020-09-03,"AM",102.957627118644
2020-09-04,"AM",101.169811320755
2020-09-05,"AM",101.020746887967
2020-09-06,"AM",101.688659793814
2020-09-07,"AM",0
2020-09-08,"AM",80.3996865203762
2020-09-09,"AM",70.0351351351351
2020-09-10,"AM",64.4993788819876
2020-09-11,"AM",0
2020-09-12,"AM",53.8424437299035
2020-09-13,"AM",0
2020-09-14,"AM",48.9811676082862
2020-09-15,"AM",51.6568160152526
2020-09-16,"AM",52.7326454033771
2020-09-17,"AM",0
2020-09-18,"AM",0
2020-09-19,"AM",58.3743545611016
2020-09-20,"AM",59.3194675540765
2020-09-21,"AM",63.7245155855097
2020-09-22,"AM",65.1716481639624
2020-09-23,"AM",66.7522361359571
2020-09-24,"AM",0
2020-09-25,"AM",0
2020-09-26,"AM",86.6680497925311
2020-09-27,"AM",98.1602972399151
2020-09-28,"AM",97.3589743589744
2020-09-29,"AM",96.7063492063492
2020-09-30,"AM",102.866284622732
2020-10-01,"AM",110.282949308756
2020-10-02,"AM",111.573463935886
2020-10-03,"AM",119.391500904159
2020-10-04,"AM",126.418198529412
2020-10-05,"AM",139.363211951447
2020-10-06,"AM",0
2020-10-07,"AM",150.543670264966
2020-10-08,"AM",0
2020-10-09,"AM",179.695473251029
2020-10-10,"AM",186.060416666667
2020-10-11,"AM",193.805907172996
2020-10-12,"AM",203.92513368984
2020-10-13,"AM",216.448537378115
2020-10-14,"AM",237.761276127613
2020-10-15,"AM",245.025052192067
2020-10-16,"AM",270.543699186992
2020-10-17,"AM",295.14121037464
2020-10-18,"AM",0
2020-10-19,"AM",0
2020-10-20,"AM",343.634488448845
2020-10-21,"AM",337.210727969349
2020-10-22,"AM",0
2020-10-23,"AM",0
2020-10-24,"AM",418.218887262079
2020-10-25,"AM",441.970717423133
2020-10-26,"AM",0
2020-10-27,"AM",0
2020-10-28,"AM",485.497063142438
2020-10-29,"AM",500.199853049228
2020-10-30,"AM",503.297058823529
2020-10-31,"AM",0
2020-11-01,"AM",499.9412191582
2020-08-06,"AO",0
2020-08-07,"AO",93.0284099048376
2020-08-08,"AO",93.0284099048376
2020-08-09,"AO",93.0284099048376
2020-08-10,"AO",93.0284099048376
2020-08-11,"AO",0
2020-08-12,"AO",0
2020-08-13,"AO",0
2020-08-14,"AO",0
2020-08-15,"AO",0
2020-08-16,"AO",0
2020-08-17,"AO",0
2020-08-18,"AO",0
2020-08-19,"AO",0
2020-08-20,"AO",0
2020-08-21,"AO",0
2020-08-22,"AO",0
2020-08-23,"AO",93.0284099048376
2020-08-24,"AO",93.0284099048376
2020-08-25,"AO",0
2020-08-26,"AO",0
2020-08-27,"AO",0
2020-08-28,"AO",0
2020-08-29,"AO",0
2020-08-30,"AO",0
2020-08-31,"AO",0
2020-09-01,"AO",0
2020-09-02,"AO",0
2020-09-03,"AO",93.0284099048376
2020-09-04,"AO",0
2020-09-05,"AO",0
2020-09-06,"AO",93.0284099048376
2020-09-07,"AO",93.0284099048376
2020-09-08,"AO",0
2020-09-09,"AO",0
2020-09-10,"AO",0
2020-09-11,"AO",0
2020-09-12,"AO",0
2020-09-13,"AO",0
2020-09-14,"AO",0
2020-09-15,"AO",0
2020-09-16,"AO",0
2020-09-17,"AO",93.0284099048376
2020-09-18,"AO",93.0284099048376
2020-09-19,"AO",0
2020-09-20,"AO",0
2020-09-21,"AO",0
2020-09-22,"AO",0
2020-09-23,"AO",0
2020-09-24,"AO",0
2020-09-25,"AO",93.0284099048376
2020-09-26,"AO",0
2020-09-27,"AO",93.0284099048376
2020-09-28,"AO",0
2020-09-29,"AO",0
2020-09-30,"AO",0
2020-10-01,"AO",93.0284099048376
2020-10-02,"AO",0
2020-10-03,"AO",0
2020-10-04,"AO",93.0284099048376
2020-10-05,"AO",0
2020-10-06,"AO",93.0284099048376
2020-10-07,"AO",0
2020-10-08,"AO",0
2020-10-09,"AO",0
2020-10-10,"AO",93.0284099048376
2020-10-11,"AO",0
2020-10-12,"AO",0
2020-10-13,"AO",0
2020-10-14,"AO",0
2020-10-15,"AO",0
2020-10-16,"AO",0
2020-10-17,"AO",93.0284099048376
2020-10-18,"AO",0
2020-10-19,"AO",0
2020-10-20,"AO",0
2020-10-21,"AO",0
2020-10-22,"AO",0
2020-10-23,"AO",0
2020-10-24,"AO",0
2020-10-25,"AO",0
2020-10-26,"AO",0
2020-10-27,"AO",0
2020-10-28,"AO",0
2020-10-29,"AO",0
2020-10-30,"AO",0
2020-10-31,"AO",93.0284099048376
2020-11-01,"AO",0
2020-08-06,"AR",313.721428571429
2020-08-07,"AR",314.046403712297
2020-08-08,"AR",321.704128440367
2020-08-09,"AR",318.674832962138
2020-08-10,"AR",314.533482142857
2020-08-11,"AR",325.229257641921
2020-08-12,"AR",0
2020-08-13,"AR",319.367088607595
2020-08-14,"AR",317.25786163522
2020-08-15,"AR",306.006211180124
2020-08-16,"AR",0
2020-08-17,"AR",313.282474226804
2020-08-18,"AR",0
2020-08-19,"AR",0
2020-08-20,"AR",308.287610619469
2020-08-21,"AR",312.679911699779
2020-08-22,"AR",326.640798226164
2020-08-23,"AR",335.064444444444
2020-08-24,"AR",332.763274336283
2020-08-25,"AR",0
2020-08-26,"AR",0
2020-08-27,"AR",367.355555555555
2020-08-28,"AR",370.374753451677
2020-08-29,"AR",386.458252427184
2020-08-30,"AR",0
2020-08-31,"AR",393.013133208255
2020-09-01,"AR",0
2020-09-02,"AR",400.070110701107
2020-09-03,"AR",400.088073394495
2020-09-04,"AR",411.990808823529
2020-09-05,"AR",405.244036697248
2020-09-06,"AR",405.549090909091
2020-09-07,"AR",408.852941176471
2020-09-08,"AR",0
2020-09-09,"AR",408.152877697842
2020-09-10,"AR",407.627865961199
2020-09-11,"AR",402.69109947644
2020-09-12,"AR",396.843537414966
2020-09-13,"AR",400.741935483871
2020-09-14,"AR",0
2020-09-15,"AR",410.692953020134
2020-09-16,"AR",412.746621621622
2020-09-17,"AR",0
2020-09-18,"AR",415.981324278438
2020-09-19,"AR",0
2020-09-20,"AR",413.088888888889
2020-09-21,"AR",413.243103448276
2020-09-22,"AR",0
2020-09-23,"AR",0
2020-09-24,"AR",419.528896672504
2020-09-25,"AR",425.260105448155
2020-09-26,"AR",0
2020-09-27,"AR",0
2020-09-28,"AR",0
2020-09-29,"AR",0
2020-09-30,"AR",0
2020-10-01,"AR",0
2020-10-02,"AR",470.257289879931
2020-10-03,"AR",0
2020-10-04,"AR",0
2020-10-05,"AR",0
2020-10-06,"AR",468.693493150685
2020-10-07,"AR",0
2020-10-08,"AR",0
2020-10-09,"AR",0
2020-10-10,"AR",0
2020-10-11,"AR",508.929065743945
2020-10-12,"AR",518.965694682676
2020-10-13,"AR",0
2020-10-14,"AR",540.833641404806
2020-10-15,"AR",0
2020-10-16,"AR",0
2020-10-17,"AR",0
2020-10-18,"AR",527.197898423818
2020-10-19,"AR",532.238095238095
2020-10-20,"AR",0
2020-10-21,"AR",522.354943273906
2020-10-22,"AR",0
2020-10-23,"AR",543.723684210526
2020-10-24,"AR",0
2020-10-25,"AR",543.013445378151
2020-10-26,"AR",537.871838111298
2020-10-27,"AR",0
2020-10-28,"AR",539.38986013986
2020-10-29,"AR",525.163992869875
2020-10-30,"AR",516.215579710145
2020-10-31,"AR",513.996296296296
2020-11-01,"AR",511.400756143667
2020-08-06,"AT",13.4402366863905
2020-08-07,"AT",12.9449339207048
2020-08-08,"AT",12.4323725055432
2020-08-09,"AT",12.3095499451153
2020-08-10,"AT",12.8907469342252
2020-08-11,"AT",13.0399087799316
2020-08-12,"AT",13.2292576419214
2020-08-13,"AT",14.7622601279318
2020-08-14,"AT",16.5627906976744
2020-08-15,"AT",18.5168539325843
2020-08-16,"AT",23.2937062937063
2020-08-17,"AT",23.6158129175947
2020-08-18,"AT",24.4875675675676
2020-08-19,"AT",25
2020-08-20,"AT",24.8741658722593
2020-08-21,"AT",26.2741208295762
2020-08-22,"AT",26.1952714535902
2020-08-23,"AT",24.2042139384117
2020-08-24,"AT",24.6232481450948
2020-08-25,"AT",25.4125816993464
2020-08-26,"AT",26.0017467248908
2020-08-27,"AT",27.8262826282628
2020-08-28,"AT",26.8770851624232
2020-08-29,"AT",25.1911381407472
2020-08-30,"AT",26.1371036846615
2020-08-31,"AT",24.8111201962388
2020-09-01,"AT",24.4401268834259
2020-09-02,"AT",23.3166287015945
2020-09-03,"AT",21.1925465838509
2020-09-04,"AT",22.5906515580737
2020-09-05,"AT",24.1652421652422
2020-09-06,"AT",24.1426502534395
2020-09-07,"AT",25.1423192771084
2020-09-08,"AT",24.8333333333333
2020-09-09,"AT",29.2639939485628
2020-09-10,"AT",33.7371847030106
2020-09-11,"AT",35.5987509758002
2020-09-12,"AT",38.5714285714286
2020-09-13,"AT",43.1386586284853
2020-09-14,"AT",45.0804093567251
2020-09-15,"AT",46.7283493708364
2020-09-16,"AT",47.9942693409742
2020-09-17,"AT",48.9141483516484
2020-09-18,"AT",50.0061601642711
2020-09-19,"AT",49.7573004542505
2020-09-20,"AT",47.4855889724311
2020-09-21,"AT",48.0921375921376
2020-09-22,"AT",47.9698581560284
2020-09-23,"AT",46.2256559766764
2020-09-24,"AT",44.8715437788018
2020-09-25,"AT",44.0526021264689
2020-09-26,"AT",42.3592715231788
2020-09-27,"AT",41.7462520821766
2020-09-28,"AT",43.1370875995449
2020-09-29,"AT",42.6614084507042
2020-09-30,"AT",41.589928057554
2020-10-01,"AT",37.5102840352596
2020-10-02,"AT",37.8105726872247
2020-10-03,"AT",37.4201355275896
2020-10-04,"AT",40.6917404129793
2020-10-05,"AT",40.2654142581888
2020-10-06,"AT",42.5891891891892
2020-10-07,"AT",44.4682193110141
2020-10-08,"AT",51.5209903121636
2020-10-09,"AT",52.9638364779874
2020-10-10,"AT",58.2338362068966
2020-10-11,"AT",57.5150414937759
2020-10-12,"AT",58.376603386352
2020-10-13,"AT",59.3874557410218
2020-10-14,"AT",58.5994094488189
2020-10-15,"AT",61.8037848605578
2020-10-16,"AT",65.5250379362671
2020-10-17,"AT",67.1052631578947
2020-10-18,"AT",68.4019801980198
2020-10-19,"AT",73.692458374143
2020-10-20,"AT",74.2864785992218
2020-10-21,"AT",79.465611083622
2020-10-22,"AT",81.6820143884892
2020-10-23,"AT",84.8586556169429
2020-10-24,"AT",87.5252011859382
2020-10-25,"AT",100.708013640239
2020-10-26,"AT",106.443186582809
2020-10-27,"AT",109.057494052339
2020-10-28,"AT",121.393926959376
2020-10-29,"AT",125.58730784391
2020-10-30,"AT",138.86099009901
2020-10-31,"AT",159.702681072429
2020-11-01,"AT",165.869751166407
2020-08-06,"AU",7.9162077104642
2020-08-07,"AU",7.20381679389313
2020-08-08,"AU",7.00146252285192
2020-08-09,"AU",6.97890625
2020-08-10,"AU",6.02479916171848
2020-08-11,"AU",5.61182001343183
2020-08-12,"AU",5.37952022914429
2020-08-13,"AU",5.04414447282014
2020-08-14,"AU",5.1711509715994
2020-08-15,"AU",5.12006257332812
2020-08-16,"AU",4.59322664681801
2020-08-17,"AU",4.90916463909165
2020-08-18,"AU",4.93415989739205
2020-08-19,"AU",4.65046812304949
2020-08-20,"AU",4.70527728085868
2020-08-21,"AU",4.17173524150268
2020-08-22,"AU",3.97419646899049
2020-08-23,"AU",3.84075573549258
2020-08-24,"AU",3.31675392670157
2020-08-25,"AU",3.0334179357022
2020-08-26,"AU",2.79893092105263
2020-08-27,"AU",2.435548438751
2020-08-28,"AU",2.2439399769142
2020-08-29,"AU",2.04086353122591
2020-08-30,"AU",1.85791505791506
2020-08-31,"AU",1.80007733952049
2020-09-01,"AU",1.67813844348846
2020-09-02,"AU",1.63010926750304
2020-09-03,"AU",1.67751235584844
2020-09-04,"AU",1.64560204953032
2020-09-05,"AU",1.49373737373737
2020-09-06,"AU",1.30598159509202
2020-09-07,"AU",1.17554744525547
2020-09-08,"AU",1.15691390234812
2020-09-09,"AU",1.14178262504701
2020-09-10,"AU",1.01178707224335
2020-09-11,"AU",0.93307392996109
2020-09-12,"AU",0.940411246328158
2020-09-13,"AU",0.951730418943534
2020-09-14,"AU",1.03383084577114
2020-09-15,"AU",1.03483089348814
2020-09-16,"AU",0.904589994842702
